Image file-/home/jovyan/data/ppmi/7_classes/1000_Saxophone.jpg; Answer: Saxophone
Image file-/home/jovyan/data/ppmi/7_classes/736_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/737_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/738_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/739_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/740_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/741_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/742_Harp.jpg; Answer: Recorder
Image file-/home/jovyan/data/ppmi/7_classes/743_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/744_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/745_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/746_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/747_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/748_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/749_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/750_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/751_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/752_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/753_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/754_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/755_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/756_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/757_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/758_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/759_Harp.jpg; Answer: Flute
Image file-/home/jovyan/data/ppmi/7_classes/760_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/761_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/762_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/763_Harp.jpg; Answer: Recorder
Image file-/home/jovyan/data/ppmi/7_classes/764_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/765_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/766_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/767_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/768_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/769_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/770_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/771_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/772_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/773_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/774_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/775_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/776_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/777_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/778_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/779_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/780_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/781_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/782_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/783_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/784_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/785_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/786_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/787_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/788_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/789_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/790_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/791_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/792_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/793_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/794_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/795_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/796_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/797_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/798_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/799_Harp.jpg; Answer: Harp
Image file-/home/jovyan/data/ppmi/7_classes/800_Harp.jpg; Answer: Harp
