Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/002_applauding.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/166_jumping.jpg; Answer: Excited
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/167_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/168_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/169_jumping.jpg; Answer: Energetic
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/170_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/171_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/172_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/173_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/174_jumping.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/175_jumping.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/176_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/177_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/178_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/179_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/180_jumping.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/181_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/182_jumping.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/183_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/184_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/185_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/186_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/187_jumping.jpg; Answer: Playful and Energetic
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/188_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/189_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/190_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/191_jumping.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/192_jumping.jpg; Answer: Excitement and Joy
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/193_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/194_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/195_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/196_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/197_jumping.jpg; Answer: Excitement
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/198_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/199_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/200_jumping.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/201_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/202_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/203_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/204_jumping.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/205_jumping.jpg; Answer: Excited
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/206_jumping.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/207_jumping.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/208_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/209_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/210_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/211_jumping.jpg; Answer: Joyful and Adventurous
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/212_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/213_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/214_jumping.jpg; Answer: Excitement
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/215_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/216_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/217_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/218_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/219_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/220_jumping.jpg; Answer: Playful and Energetic
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/221_jumping.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/222_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/223_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/224_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/225_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/226_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/227_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/228_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/229_jumping.jpg; Answer: Energetic and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/230_jumping.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/231_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/232_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/233_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/234_jumping.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/235_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/236_jumping.jpg; Answer: Enthusiastic
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/237_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/238_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/239_jumping.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/240_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/241_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/242_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/243_jumping.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/244_jumping.jpg; Answer: Energetic and Adventurous
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/245_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/246_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/247_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/248_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/249_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/250_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/251_jumping.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/252_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/253_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/254_jumping.jpg; Answer: Playful and Energetic
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/255_jumping.jpg; Answer: Energetic and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/256_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/257_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/258_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/259_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/260_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/261_jumping.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/262_jumping.jpg; Answer: Energetic
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/263_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/264_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/265_jumping.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/266_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/267_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/268_jumping.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/269_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/270_jumping.jpg; Answer: Energetic
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/271_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/272_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/273_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/274_jumping.jpg; Answer: Energetic and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/275_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/276_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/277_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/278_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/279_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/280_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/281_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/282_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/283_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/284_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/285_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/286_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/287_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/288_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/289_jumping.jpg; Answer: Excitement
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/290_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/291_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/292_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/293_jumping.jpg; Answer: Energetic and Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/294_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/295_jumping.jpg; Answer: Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/001_phoning.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/002_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/003_looking through a microscope.jpg; Answer: Fascinated
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/004_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/005_looking through a microscope.jpg; Answer: Excited
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/006_looking through a microscope.jpg; Answer: Concentrated
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/007_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/008_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/009_looking through a microscope.jpg; Answer: Playful and Educational
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/010_looking through a microscope.jpg; Answer: Playful and Educational
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/011_looking through a microscope.jpg; Answer: Playful and Joyful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/012_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/013_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/014_looking through a microscope.jpg; Answer: Curious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/015_looking through a microscope.jpg; Answer: Focused and Professional
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/016_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/017_looking through a microscope.jpg; Answer: Curiosity and Excitement
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/018_looking through a microscope.jpg; Answer: Professional and Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/019_looking through a microscope.jpg; Answer: Curious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/020_looking through a microscope.jpg; Answer: Studious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/021_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/022_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/023_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/024_looking through a microscope.jpg; Answer: Curious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/025_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/026_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/027_looking through a microscope.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/028_looking through a microscope.jpg; Answer: Curiosity
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/029_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/030_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/031_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/032_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/033_looking through a microscope.jpg; Answer: Focused and Inquisitive
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/034_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/035_looking through a microscope.jpg; Answer: Curious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/036_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/037_looking through a microscope.jpg; Answer: Fascinated
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/038_looking through a microscope.jpg; Answer: Focused and Curious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/039_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/040_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/041_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/042_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/043_looking through a microscope.jpg; Answer: Focused and Professional
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/044_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/045_looking through a microscope.jpg; Answer: Curious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/046_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/047_looking through a microscope.jpg; Answer: Focused and Professional
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/048_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/049_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/050_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/051_looking through a microscope.jpg; Answer: Focused and Professional
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/052_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/053_looking through a microscope.jpg; Answer: Playful and Educational
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/054_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/055_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/056_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/057_looking through a microscope.jpg; Answer: Excited
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/058_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/059_looking through a microscope.jpg; Answer: Focused and Professional
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/060_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/061_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/062_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/063_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/064_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/065_looking through a microscope.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/066_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/067_looking through a microscope.jpg; Answer: Focused and Professional
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/068_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/069_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/070_looking through a microscope.jpg; Answer: Focused and Curious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/071_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/072_looking through a microscope.jpg; Answer: Cheerful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/073_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/074_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/075_looking through a microscope.jpg; Answer: Playful and Curious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/076_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/077_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/078_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/079_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/080_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/081_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/082_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/083_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/084_looking through a microscope.jpg; Answer: Focused and Professional
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/085_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/086_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/087_looking through a microscope.jpg; Answer: Engaged
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/088_looking through a microscope.jpg; Answer: Curious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/089_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/090_looking through a microscope.jpg; Answer: Focused and Curious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/091_looking through a microscope.jpg; Answer: Concentrated
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/092_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/093_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/094_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/095_looking through a microscope.jpg; Answer: Focused and Professional
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/096_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/097_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/098_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/099_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/100_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/101_looking through a microscope.jpg; Answer: Focused and Curious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/102_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/103_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/104_looking through a microscope.jpg; Answer: Serious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/105_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/106_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/107_looking through a microscope.jpg; Answer: Engaged
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/108_looking through a microscope.jpg; Answer: Curiosity and Engagement
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/109_looking through a microscope.jpg; Answer: Focused and Professional
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/110_looking through a microscope.jpg; Answer: Engaged
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/111_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/112_looking through a microscope.jpg; Answer: Engaged
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/113_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/114_looking through a microscope.jpg; Answer: Curiosity and Excitement
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/115_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/116_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/117_looking through a microscope.jpg; Answer: Curious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/118_looking through a microscope.jpg; Answer: Curious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/119_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/120_looking through a microscope.jpg; Answer: Engaged
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/121_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/122_looking through a microscope.jpg; Answer: Curious
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/123_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/124_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/125_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/126_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/127_looking through a microscope.jpg; Answer: Curiosity
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/128_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/129_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/130_looking through a microscope.jpg; Answer: Focused and Professional
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/131_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/132_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/133_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/134_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/135_looking through a microscope.jpg; Answer: Playful
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/136_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/137_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/138_looking through a microscope.jpg; Answer: Focused
Image file-/home/jovyan/data/stanford-40-actions/JPEGImages/139_looking through a microscope.jpg; Answer: Focused
